"id","school_id","grade","year","category","tested","mean_score","l1","p1","l2","p2","l3","p3","l4","p4"
16927,"29Q036",4.00,2014.00,"All Students",60.00,294.46,18.00,30.00,24.00,40.00,17.00,28.33,1.00,1.66
16928,"29Q036",3.00,2014.00,"Black",80.00,288.37,35.00,43.75,31.00,38.75,10.00,12.50,4.00,5.00
16929,"29Q036",4.00,2014.00,"Black",56.00,295.01,17.00,30.35,21.00,37.50,17.00,30.35,1.00,1.78
16930,"29Q036",3.00,2014.00,"Hispanic",5.00,,,,,,,,,
16931,"29Q036",4.00,2014.00,"Hispanic",3.00,,,,,,,,,
16932,"29Q036",4.00,2014.00,"White",1.00,,,,,,,,,
16933,"29Q036",3.00,2015.00,"All Students",95.00,293.95,36.00,37.89,26.00,27.36,23.00,24.21,10.00,10.52
16934,"29Q036",4.00,2015.00,"All Students",80.00,296.18,25.00,31.25,32.00,40.00,14.00,17.50,9.00,11.25
16935,"29Q036",3.00,2015.00,"Black",80.00,294.97,30.00,37.50,20.00,25.00,21.00,26.25,9.00,11.25
16936,"29Q036",4.00,2015.00,"Black",78.00,296.00,25.00,32.05,31.00,39.74,13.00,16.66,9.00,11.53
16937,"29Q036",3.00,2015.00,"Hispanic",11.00,290.45,4.00,36.36,6.00,54.54,0.00,0.00,1.00,9.09
16938,"29Q036",4.00,2015.00,"Hispanic",2.00,,,,,,,,,
16939,"29Q036",3.00,2015.00,"White",1.00,,,,,,,,,
16940,"29Q037",3.00,2013.00,"All Students",70.00,296.10,23.00,32.85,29.00,41.42,16.00,22.85,2.00,2.85
16941,"29Q037",4.00,2013.00,"All Students",80.00,271.10,48.00,60.00,25.00,31.25,6.00,7.50,1.00,1.25
16942,"29Q037",3.00,2013.00,"Black",65.00,295.81,23.00,35.38,25.00,38.46,15.00,23.07,2.00,3.07
16943,"29Q037",4.00,2013.00,"Black",72.00,271.63,43.00,59.72,23.00,31.94,6.00,8.33,0.00,0.00
16944,"29Q037",3.00,2013.00,"Hispanic",5.00,,,,,,,,,
16945,"29Q037",4.00,2013.00,"Hispanic",7.00,259.71,5.00,71.42,1.00,14.28,0.00,0.00,1.00,14.28
16946,"29Q037",3.00,2014.00,"All Students",84.00,291.11,30.00,35.71,35.00,41.66,19.00,22.61,0.00,0.00
16947,"29Q037",4.00,2014.00,"All Students",77.00,289.90,35.00,45.45,24.00,31.16,8.00,10.38,10.00,12.98
16948,"29Q037",3.00,2014.00,"Asian",1.00,,,,,,,,,
16949,"29Q037",3.00,2014.00,"Black",71.00,290.98,26.00,36.61,29.00,40.84,16.00,22.53,0.00,0.00
16950,"29Q037",4.00,2014.00,"Black",74.00,289.52,34.00,45.94,23.00,31.08,7.00,9.45,10.00,13.51
16951,"29Q037",3.00,2014.00,"Hispanic",10.00,286.60,4.00,40.00,4.00,40.00,2.00,20.00,0.00,0.00
16952,"29Q037",4.00,2014.00,"Hispanic",3.00,,,,,,,,,
16953,"29Q037",3.00,2015.00,"All Students",87.00,284.11,50.00,57.47,22.00,25.28,11.00,12.64,4.00,4.59
16954,"29Q037",4.00,2015.00,"All Students",83.00,287.85,36.00,43.37,20.00,24.09,17.00,20.48,10.00,12.04
16955,"29Q037",3.00,2015.00,"Asian",1.00,,,,,,,,,
16956,"29Q037",3.00,2015.00,"Black",81.00,285.11,46.00,56.79,20.00,24.69,11.00,13.58,4.00,4.93
16957,"29Q037",4.00,2015.00,"Black",72.00,290.98,29.00,40.27,18.00,25.00,15.00,20.83,10.00,13.88
16958,"29Q037",3.00,2015.00,"Hispanic",5.00,,,,,,,,,
16959,"29Q037",4.00,2015.00,"Hispanic",7.00,263.00,5.00,71.42,0.00,0.00,2.00,28.57,0.00,0.00
16960,"29Q038",3.00,2013.00,"All Students",36.00,289.02,13.00,36.11,19.00,52.77,3.00,8.33,1.00,2.77
16961,"29Q038",4.00,2013.00,"All Students",37.00,285.45,12.00,32.43,17.00,45.94,6.00,16.21,2.00,5.40
16962,"29Q038",4.00,2013.00,"Asian",1.00,,,,,,,,,
16963,"29Q038",3.00,2013.00,"Black",30.00,285.90,12.00,40.00,16.00,53.33,1.00,3.33,1.00,3.33
16964,"29Q038",4.00,2013.00,"Black",32.00,285.21,11.00,34.37,14.00,43.75,5.00,15.62,2.00,6.25
16965,"29Q038",3.00,2013.00,"Hispanic",5.00,,,,,,,,,
16966,"29Q038",4.00,2013.00,"Hispanic",3.00,,,,,,,,,
16967,"29Q038",3.00,2013.00,"White",1.00,,,,,,,,,
16968,"29Q038",3.00,2014.00,"All Students",28.00,306.82,5.00,17.85,12.00,42.85,6.00,21.42,5.00,17.85
16969,"29Q038",4.00,2014.00,"All Students",44.00,289.47,16.00,36.36,19.00,43.18,4.00,9.09,5.00,11.36
16970,"29Q038",3.00,2014.00,"Black",23.00,305.52,5.00,21.73,9.00,39.13,5.00,21.73,4.00,17.39
16971,"29Q038",4.00,2014.00,"Black",36.00,286.16,13.00,36.11,17.00,47.22,4.00,11.11,2.00,5.55
16972,"29Q038",3.00,2014.00,"Hispanic",3.00,,,,,,,,,
16973,"29Q038",4.00,2014.00,"Hispanic",6.00,306.00,2.00,33.33,2.00,33.33,0.00,0.00,2.00,33.33
16974,"29Q038",3.00,2014.00,"White",1.00,,,,,,,,,
16975,"29Q038",4.00,2014.00,"White",2.00,,,,,,,,,
16976,"29Q038",3.00,2015.00,"All Students",32.00,294.75,13.00,40.62,11.00,34.37,6.00,18.75,2.00,6.25
16977,"29Q038",4.00,2015.00,"All Students",38.00,292.47,13.00,34.21,18.00,47.36,7.00,18.42,0.00,0.00
16978,"29Q038",4.00,2015.00,"Asian",1.00,,,,,,,,,
16979,"29Q038",3.00,2015.00,"Black",27.00,294.85,12.00,44.44,8.00,29.62,5.00,18.51,2.00,7.40
16980,"29Q038",4.00,2015.00,"Black",32.00,292.31,12.00,37.50,14.00,43.75,6.00,18.75,0.00,0.00
16981,"29Q038",3.00,2015.00,"Hispanic",4.00,,,,,,,,,
16982,"29Q038",4.00,2015.00,"Hispanic",3.00,,,,,,,,,
16983,"29Q038",3.00,2015.00,"White",1.00,,,,,,,,,
16984,"29Q038",4.00,2015.00,"White",1.00,,,,,,,,,
16985,"29Q052",3.00,2013.00,"All Students",58.00,282.72,32.00,55.17,17.00,29.31,7.00,12.06,2.00,3.44
16986,"29Q052",4.00,2013.00,"All Students",100.00,284.78,47.00,47.00,39.00,39.00,11.00,11.00,3.00,3.00
16987,"29Q052",3.00,2013.00,"Asian",2.00,,,,,,,,,
16988,"29Q052",4.00,2013.00,"Asian",2.00,,,,,,,,,
16989,"29Q052",3.00,2013.00,"Black",54.00,281.62,30.00,55.55,16.00,29.62,7.00,12.96,1.00,1.85
16990,"29Q052",4.00,2013.00,"Black",90.00,285.01,43.00,47.77,33.00,36.66,11.00,12.22,3.00,3.33
16991,"29Q052",3.00,2013.00,"Hispanic",1.00,,,,,,,,,
16992,"29Q052",4.00,2013.00,"Hispanic",7.00,281.57,3.00,42.85,4.00,57.14,0.00,0.00,0.00,0.00
16993,"29Q052",3.00,2013.00,"White",1.00,,,,,,,,,
16994,"29Q052",4.00,2013.00,"White",1.00,,,,,,,,,
16995,"29Q052",3.00,2014.00,"All Students",67.00,288.61,27.00,40.29,21.00,31.34,17.00,25.37,2.00,2.98
16996,"29Q052",4.00,2014.00,"All Students",52.00,290.53,19.00,36.53,20.00,38.46,8.00,15.38,5.00,9.61
16997,"29Q052",4.00,2014.00,"Asian",2.00,,,,,,,,,
16998,"29Q052",3.00,2014.00,"Black",59.00,290.15,22.00,37.28,20.00,33.89,15.00,25.42,2.00,3.38
16999,"29Q052",4.00,2014.00,"Black",49.00,289.93,17.00,34.69,20.00,40.81,8.00,16.32,4.00,8.16
17000,"29Q052",3.00,2014.00,"Hispanic",8.00,277.25,5.00,62.50,1.00,12.50,2.00,25.00,0.00,0.00
17001,"29Q052",4.00,2014.00,"Hispanic",1.00,,,,,,,,,
17002,"29Q052",3.00,2015.00,"All Students",87.00,285.28,43.00,49.42,25.00,28.73,16.00,18.39,3.00,3.44
17003,"29Q052",4.00,2015.00,"All Students",70.00,279.95,36.00,51.42,21.00,30.00,11.00,15.71,2.00,2.85
17004,"29Q052",3.00,2015.00,"Black",77.00,288.23,34.00,44.15,24.00,31.16,16.00,20.77,3.00,3.89
17005,"29Q052",4.00,2015.00,"Black",65.00,281.32,33.00,50.76,20.00,30.76,10.00,15.38,2.00,3.07
17006,"29Q052",3.00,2015.00,"Hispanic",7.00,261.85,6.00,85.71,1.00,14.28,0.00,0.00,0.00,0.00
17007,"29Q052",4.00,2015.00,"Hispanic",4.00,,,,,,,,,
17008,"29Q052",3.00,2015.00,"White",1.00,,,,,,,,,
17009,"29Q052",4.00,2015.00,"White",1.00,,,,,,,,,
17010,"29Q095",3.00,2013.00,"All Students",237.00,296.02,80.00,33.75,82.00,34.59,54.00,22.78,21.00,8.86
17011,"29Q095",4.00,2013.00,"All Students",242.00,296.19,92.00,38.01,74.00,30.57,44.00,18.18,32.00,13.22
17012,"29Q095",3.00,2013.00,"Asian",110.00,303.37,29.00,26.36,36.00,32.72,30.00,27.27,15.00,13.63
17013,"29Q095",4.00,2013.00,"Asian",112.00,306.44,33.00,29.46,32.00,28.57,25.00,22.32,22.00,19.64
17014,"29Q095",3.00,2013.00,"Black",37.00,286.89,15.00,40.54,15.00,40.54,6.00,16.21,1.00,2.70
17015,"29Q095",4.00,2013.00,"Black",36.00,298.63,11.00,30.55,11.00,30.55,10.00,27.77,4.00,11.11
17016,"29Q095",3.00,2013.00,"Hispanic",77.00,293.77,29.00,37.66,28.00,36.36,16.00,20.77,4.00,5.19
17017,"29Q095",4.00,2013.00,"Hispanic",86.00,282.95,44.00,51.16,29.00,33.72,7.00,8.13,6.00,6.97
17018,"29Q095",3.00,2013.00,"White",3.00,,,,,,,,,
17019,"29Q095",4.00,2013.00,"White",4.00,,,,,,,,,
17020,"29Q095",3.00,2014.00,"All Students",270.00,294.97,95.00,35.18,95.00,35.18,61.00,22.59,19.00,7.03
17021,"29Q095",4.00,2014.00,"All Students",251.00,302.32,75.00,29.88,75.00,29.88,55.00,21.91,46.00,18.32
17022,"29Q095",3.00,2014.00,"Asian",112.00,307.47,25.00,22.32,34.00,30.35,35.00,31.25,18.00,16.07
17023,"29Q095",4.00,2014.00,"Asian",117.00,314.28,24.00,20.51,30.00,25.64,30.00,25.64,33.00,28.20
17024,"29Q095",3.00,2014.00,"Black",26.00,288.65,14.00,53.84,6.00,23.07,5.00,19.23,1.00,3.84
17025,"29Q095",4.00,2014.00,"Black",33.00,294.78,11.00,33.33,10.00,30.30,7.00,21.21,5.00,15.15
17026,"29Q095",3.00,2014.00,"Hispanic",115.00,284.01,52.00,45.21,45.00,39.13,18.00,15.65,0.00,0.00
17027,"29Q095",4.00,2014.00,"Hispanic",88.00,289.14,36.00,40.90,30.00,34.09,16.00,18.18,6.00,6.81
17028,"29Q095",3.00,2014.00,"White",7.00,295.42,2.00,28.57,4.00,57.14,1.00,14.28,0.00,0.00
17029,"29Q095",4.00,2014.00,"White",4.00,,,,,,,,,
17030,"29Q095",3.00,2015.00,"All Students",219.00,302.73,67.00,30.59,72.00,32.87,36.00,16.43,44.00,20.09
17031,"29Q095",4.00,2015.00,"All Students",258.00,298.95,88.00,34.10,77.00,29.84,49.00,18.99,44.00,17.05
17032,"29Q095",3.00,2015.00,"Asian",95.00,315.62,13.00,13.68,35.00,36.84,16.00,16.84,31.00,32.63
17033,"29Q095",4.00,2015.00,"Asian",113.00,315.45,21.00,18.58,30.00,26.54,28.00,24.77,34.00,30.08
17034,"29Q095",3.00,2015.00,"Black",26.00,291.69,12.00,46.15,8.00,30.76,3.00,11.53,3.00,11.53
17035,"29Q095",4.00,2015.00,"Black",23.00,276.73,13.00,56.52,6.00,26.08,2.00,8.69,2.00,8.69
17036,"29Q095",3.00,2015.00,"Hispanic",84.00,291.14,38.00,45.23,27.00,32.14,10.00,11.90,9.00,10.71
17037,"29Q095",4.00,2015.00,"Hispanic",103.00,286.44,47.00,45.63,33.00,32.03,17.00,16.50,6.00,5.82
17038,"29Q095",3.00,2015.00,"White",1.00,,,,,,,,,
17039,"29Q095",4.00,2015.00,"White",7.00,298.00,4.00,57.14,0.00,0.00,2.00,28.57,1.00,14.28
17040,"29Q116",3.00,2013.00,"All Students",95.00,274.83,58.00,61.05,34.00,35.78,2.00,2.10,1.00,1.05
17041,"29Q116",4.00,2013.00,"All Students",71.00,283.63,34.00,47.88,26.00,36.61,11.00,15.49,0.00,0.00
17042,"29Q116",3.00,2013.00,"Asian",4.00,,,,,,,,,
17043,"29Q116",4.00,2013.00,"Asian",3.00,,,,,,,,,
17044,"29Q116",3.00,2013.00,"Black",62.00,272.72,41.00,66.12,19.00,30.64,2.00,3.22,0.00,0.00
17045,"29Q116",4.00,2013.00,"Black",47.00,282.21,23.00,48.93,17.00,36.17,7.00,14.89,0.00,0.00
17046,"29Q116",3.00,2013.00,"Hispanic",23.00,276.86,13.00,56.52,10.00,43.47,0.00,0.00,0.00,0.00
17047,"29Q116",4.00,2013.00,"Hispanic",18.00,284.33,9.00,50.00,6.00,33.33,3.00,16.66,0.00,0.00
17048,"29Q116",3.00,2013.00,"White",4.00,,,,,,,,,
17049,"29Q116",4.00,2013.00,"White",1.00,,,,,,,,,
17050,"29Q116",3.00,2014.00,"All Students",71.00,281.11,34.00,47.88,29.00,40.84,7.00,9.85,1.00,1.40
17051,"29Q116",4.00,2014.00,"All Students",85.00,278.74,47.00,55.29,31.00,36.47,6.00,7.05,1.00,1.17
17052,"29Q116",3.00,2014.00,"Asian",3.00,,,,,,,,,
17053,"29Q116",4.00,2014.00,"Asian",3.00,,,,,,,,,
17054,"29Q116",3.00,2014.00,"Black",52.00,281.05,26.00,50.00,20.00,38.46,5.00,9.61,1.00,1.92
17055,"29Q116",4.00,2014.00,"Black",50.00,279.76,28.00,56.00,17.00,34.00,4.00,8.00,1.00,2.00
17056,"29Q116",3.00,2014.00,"Hispanic",12.00,280.66,5.00,41.66,6.00,50.00,1.00,8.33,0.00,0.00
17057,"29Q116",4.00,2014.00,"Hispanic",26.00,278.30,14.00,53.84,10.00,38.46,2.00,7.69,0.00,0.00
17058,"29Q116",3.00,2014.00,"White",3.00,,,,,,,,,
17059,"29Q116",4.00,2014.00,"White",4.00,,,,,,,,,
17060,"29Q116",3.00,2015.00,"All Students",91.00,281.05,52.00,57.14,24.00,26.37,12.00,13.18,3.00,3.29
17061,"29Q116",4.00,2015.00,"All Students",72.00,272.94,44.00,61.11,19.00,26.38,6.00,8.33,3.00,4.16
17062,"29Q116",3.00,2015.00,"Asian",5.00,,,,,,,,,
17063,"29Q116",4.00,2015.00,"Asian",2.00,,,,,,,,,
17064,"29Q116",3.00,2015.00,"Black",56.00,277.19,34.00,60.71,16.00,28.57,6.00,10.71,0.00,0.00
17065,"29Q116",4.00,2015.00,"Black",48.00,273.52,31.00,64.58,10.00,20.83,4.00,8.33,3.00,6.25
17066,"29Q116",3.00,2015.00,"Hispanic",23.00,284.17,13.00,56.52,7.00,30.43,1.00,4.34,2.00,8.69
17067,"29Q116",4.00,2015.00,"Hispanic",19.00,274.57,10.00,52.63,7.00,36.84,2.00,10.52,0.00,0.00
17068,"29Q116",3.00,2015.00,"White",3.00,,,,,,,,,
17069,"29Q116",4.00,2015.00,"White",2.00,,,,,,,,,
17070,"29Q118",3.00,2013.00,"All Students",84.00,282.30,33.00,39.28,42.00,50.00,9.00,10.71,0.00,0.00
17071,"29Q118",4.00,2013.00,"All Students",91.00,294.75,33.00,36.26,32.00,35.16,21.00,23.07,5.00,5.49
17072,"29Q118",4.00,2013.00,"Asian",1.00,,,,,,,,,
17073,"29Q118",3.00,2013.00,"Black",75.00,282.78,28.00,37.33,39.00,52.00,8.00,10.66,0.00,0.00
17074,"29Q118",4.00,2013.00,"Black",81.00,296.91,28.00,34.56,28.00,34.56,20.00,24.69,5.00,6.17
17075,"29Q118",3.00,2013.00,"Hispanic",7.00,274.14,4.00,57.14,3.00,42.85,0.00,0.00,0.00,0.00
17076,"29Q118",4.00,2013.00,"Hispanic",6.00,280.33,2.00,33.33,4.00,66.66,0.00,0.00,0.00,0.00
17077,"29Q118",3.00,2013.00,"White",1.00,,,,,,,,,
17078,"29Q118",4.00,2013.00,"White",2.00,,,,,,,,,
17079,"29Q118",3.00,2014.00,"All Students",91.00,279.48,49.00,53.84,29.00,31.86,11.00,12.08,2.00,2.19
17080,"29Q118",4.00,2014.00,"All Students",86.00,297.24,23.00,26.74,38.00,44.18,17.00,19.76,8.00,9.30
17081,"29Q118",4.00,2014.00,"Asian",1.00,,,,,,,,,
17082,"29Q118",3.00,2014.00,"Black",78.00,280.03,43.00,55.12,23.00,29.48,10.00,12.82,2.00,2.56
17083,"29Q118",4.00,2014.00,"Black",75.00,297.41,19.00,25.33,34.00,45.33,16.00,21.33,6.00,8.00
17084,"29Q118",3.00,2014.00,"Hispanic",11.00,285.63,4.00,36.36,6.00,54.54,1.00,9.09,0.00,0.00
17085,"29Q118",4.00,2014.00,"Hispanic",9.00,279.22,4.00,44.44,4.00,44.44,1.00,11.11,0.00,0.00
17086,"29Q118",3.00,2015.00,"All Students",74.00,303.00,19.00,25.67,31.00,41.89,11.00,14.86,13.00,17.56
17087,"29Q118",4.00,2015.00,"All Students",88.00,288.52,34.00,38.63,37.00,42.04,13.00,14.77,4.00,4.54
17088,"29Q118",3.00,2015.00,"Asian",2.00,,,,,,,,,
17089,"29Q118",3.00,2015.00,"Black",65.00,302.04,17.00,26.15,26.00,40.00,10.00,15.38,12.00,18.46
17090,"29Q118",4.00,2015.00,"Black",74.00,288.51,30.00,40.54,28.00,37.83,12.00,16.21,4.00,5.40
17091,"29Q118",3.00,2015.00,"Hispanic",5.00,,,,,,,,,
17092,"29Q118",4.00,2015.00,"Hispanic",13.00,288.46,4.00,30.76,8.00,61.53,1.00,7.69,0.00,0.00
17093,"29Q131",3.00,2013.00,"All Students",146.00,317.22,14.00,9.58,58.00,39.72,42.00,28.76,32.00,21.91
17094,"29Q131",4.00,2013.00,"All Students",161.00,318.67,25.00,15.52,43.00,26.70,51.00,31.67,42.00,26.08
17095,"29Q131",3.00,2013.00,"Asian",110.00,319.81,7.00,6.36,43.00,39.09,33.00,30.00,27.00,24.54
17096,"29Q131",4.00,2013.00,"Asian",118.00,322.39,12.00,10.16,32.00,27.11,40.00,33.89,34.00,28.81
17097,"29Q131",3.00,2013.00,"Black",11.00,309.09,2.00,18.18,4.00,36.36,4.00,36.36,1.00,9.09
17098,"29Q131",4.00,2013.00,"Black",16.00,315.25,3.00,18.75,4.00,25.00,5.00,31.25,4.00,25.00
17099,"29Q131",3.00,2013.00,"Hispanic",14.00,308.28,4.00,28.57,5.00,35.71,2.00,14.28,3.00,21.42
17100,"29Q131",4.00,2013.00,"Hispanic",19.00,296.57,9.00,47.36,4.00,21.05,5.00,26.31,1.00,5.26
17101,"29Q131",3.00,2013.00,"White",8.00,310.12,1.00,12.50,4.00,50.00,2.00,25.00,1.00,12.50
17102,"29Q131",4.00,2013.00,"White",6.00,335.50,0.00,0.00,2.00,33.33,1.00,16.66,3.00,50.00
17103,"29Q131",3.00,2014.00,"All Students",127.00,317.89,17.00,13.38,38.00,29.92,45.00,35.43,27.00,21.25
17104,"29Q131",4.00,2014.00,"All Students",141.00,333.45,9.00,6.38,31.00,21.98,39.00,27.65,62.00,43.97
17105,"29Q131",3.00,2014.00,"Asian",92.00,321.23,9.00,9.78,27.00,29.34,34.00,36.95,22.00,23.91
17106,"29Q131",4.00,2014.00,"Asian",104.00,337.20,4.00,3.84,20.00,19.23,31.00,29.80,49.00,47.11
17107,"29Q131",3.00,2014.00,"Black",13.00,309.07,4.00,30.76,4.00,30.76,4.00,30.76,1.00,7.69
17108,"29Q131",4.00,2014.00,"Black",13.00,326.30,1.00,7.69,5.00,38.46,0.00,0.00,7.00,53.84
17109,"29Q131",3.00,2014.00,"Hispanic",15.00,304.53,2.00,13.33,6.00,40.00,6.00,40.00,1.00,6.66
17110,"29Q131",4.00,2014.00,"Hispanic",14.00,317.71,3.00,21.42,6.00,42.85,1.00,7.14,4.00,28.57
17111,"29Q131",3.00,2014.00,"White",3.00,,,,,,,,,
17112,"29Q131",4.00,2014.00,"White",8.00,321.62,1.00,12.50,0.00,0.00,6.00,75.00,1.00,12.50
17113,"29Q131",3.00,2015.00,"All Students",150.00,323.71,14.00,9.33,34.00,22.66,54.00,36.00,48.00,32.00
17114,"29Q131",4.00,2015.00,"All Students",129.00,327.63,13.00,10.07,32.00,24.80,32.00,24.80,52.00,40.31
17115,"29Q131",3.00,2015.00,"Asian",112.00,327.77,7.00,6.25,23.00,20.53,39.00,34.82,43.00,38.39
17116,"29Q131",4.00,2015.00,"Asian",95.00,332.54,6.00,6.31,21.00,22.10,25.00,26.31,43.00,45.26
17117,"29Q131",3.00,2015.00,"Black",14.00,315.92,1.00,7.14,4.00,28.57,8.00,57.14,1.00,7.14
17118,"29Q131",4.00,2015.00,"Black",12.00,316.25,2.00,16.66,3.00,25.00,4.00,33.33,3.00,25.00
17119,"29Q131",3.00,2015.00,"Hispanic",15.00,305.00,3.00,20.00,7.00,46.66,4.00,26.66,1.00,6.66
17120,"29Q131",4.00,2015.00,"Hispanic",15.00,305.73,4.00,26.66,6.00,40.00,2.00,13.33,3.00,20.00
17121,"29Q131",3.00,2015.00,"White",7.00,314.42,2.00,28.57,0.00,0.00,3.00,42.85,2.00,28.57
17122,"29Q131",4.00,2015.00,"White",3.00,,,,,,,,,
17123,"29Q132",3.00,2013.00,"All Students",39.00,301.97,8.00,20.51,20.00,51.28,10.00,25.64,1.00,2.56
17124,"29Q132",4.00,2013.00,"All Students",52.00,294.63,18.00,34.61,20.00,38.46,8.00,15.38,6.00,11.53
17125,"29Q132",3.00,2013.00,"Black",33.00,302.60,7.00,21.21,17.00,51.51,8.00,24.24,1.00,3.03
17126,"29Q132",4.00,2013.00,"Black",47.00,296.51,15.00,31.91,18.00,38.29,8.00,17.02,6.00,12.76
17127,"29Q132",3.00,2013.00,"Hispanic",3.00,,,,,,,,,
17128,"29Q132",4.00,2013.00,"Hispanic",3.00,,,,,,,,,
17129,"29Q132",3.00,2013.00,"White",1.00,,,,,,,,,
17130,"29Q132",3.00,2014.00,"All Students",45.00,325.91,4.00,8.88,11.00,24.44,13.00,28.88,17.00,37.77
17131,"29Q132",4.00,2014.00,"All Students",41.00,304.26,11.00,26.82,14.00,34.14,10.00,24.39,6.00,14.63
17132,"29Q132",3.00,2014.00,"Black",41.00,327.09,3.00,7.31,9.00,21.95,13.00,31.70,16.00,39.02
17133,"29Q132",4.00,2014.00,"Black",35.00,305.14,10.00,28.57,10.00,28.57,10.00,28.57,5.00,14.28
17134,"29Q132",3.00,2014.00,"Hispanic",3.00,,,,,,,,,
17135,"29Q132",4.00,2014.00,"Hispanic",3.00,,,,,,,,,
17136,"29Q132",3.00,2014.00,"White",1.00,,,,,,,,,
17137,"29Q132",4.00,2014.00,"White",1.00,,,,,,,,,
17138,"29Q132",3.00,2015.00,"All Students",41.00,297.82,14.00,34.14,14.00,34.14,13.00,31.70,0.00,0.00
17139,"29Q132",4.00,2015.00,"All Students",47.00,319.21,6.00,12.76,15.00,31.91,13.00,27.65,13.00,27.65
17140,"29Q132",3.00,2015.00,"Black",37.00,296.67,14.00,37.83,11.00,29.72,12.00,32.43,0.00,0.00
17141,"29Q132",4.00,2015.00,"Black",44.00,321.43,5.00,11.36,14.00,31.81,12.00,27.27,13.00,29.54
17142,"29Q132",3.00,2015.00,"Hispanic",3.00,,,,,,,,,
17143,"29Q132",4.00,2015.00,"Hispanic",2.00,,,,,,,,,
17144,"29Q132",4.00,2015.00,"White",1.00,,,,,,,,,
17145,"29Q134",3.00,2013.00,"All Students",87.00,284.32,42.00,48.27,33.00,37.93,11.00,12.64,1.00,1.14
17146,"29Q134",4.00,2013.00,"All Students",89.00,273.49,55.00,61.79,30.00,33.70,3.00,3.37,1.00,1.12
17147,"29Q134",3.00,2013.00,"Asian",3.00,,,,,,,,,
17148,"29Q134",4.00,2013.00,"Asian",5.00,,,,,,,,,
17149,"29Q134",3.00,2013.00,"Black",71.00,282.49,35.00,49.29,29.00,40.84,7.00,9.85,0.00,0.00
17150,"29Q134",4.00,2013.00,"Black",74.00,273.83,45.00,60.81,25.00,33.78,3.00,4.05,1.00,1.35
17151,"29Q134",3.00,2013.00,"Hispanic",11.00,296.90,4.00,36.36,4.00,36.36,2.00,18.18,1.00,9.09
17152,"29Q134",4.00,2013.00,"Hispanic",7.00,270.71,5.00,71.42,2.00,28.57,0.00,0.00,0.00,0.00
17153,"29Q134",3.00,2013.00,"White",2.00,,,,,,,,,
17154,"29Q134",4.00,2013.00,"White",3.00,,,,,,,,,
17155,"29Q134",3.00,2014.00,"All Students",59.00,276.13,31.00,52.54,23.00,38.98,5.00,8.47,0.00,0.00
17156,"29Q134",4.00,2014.00,"All Students",88.00,281.86,41.00,46.59,33.00,37.50,12.00,13.63,2.00,2.27
17157,"29Q134",3.00,2014.00,"Asian",4.00,,,,,,,,,
17158,"29Q134",4.00,2014.00,"Asian",1.00,,,,,,,,,
17159,"29Q134",3.00,2014.00,"Black",50.00,275.78,27.00,54.00,20.00,40.00,3.00,6.00,0.00,0.00
17160,"29Q134",4.00,2014.00,"Black",74.00,280.41,36.00,48.64,28.00,37.83,10.00,13.51,0.00,0.00
17161,"29Q134",3.00,2014.00,"Hispanic",4.00,,,,,,,,,
17162,"29Q134",4.00,2014.00,"Hispanic",11.00,294.00,4.00,36.36,3.00,27.27,2.00,18.18,2.00,18.18
17163,"29Q134",4.00,2014.00,"White",2.00,,,,,,,,,
17164,"29Q134",3.00,2015.00,"All Students",65.00,289.03,27.00,41.53,28.00,43.07,8.00,12.30,2.00,3.07
17165,"29Q134",4.00,2015.00,"All Students",55.00,283.94,24.00,43.63,21.00,38.18,7.00,12.72,3.00,5.45
17166,"29Q134",4.00,2015.00,"Asian",2.00,,,,,,,,,
17167,"29Q134",3.00,2015.00,"Black",58.00,289.44,23.00,39.65,27.00,46.55,7.00,12.06,1.00,1.72
17168,"29Q134",4.00,2015.00,"Black",47.00,280.27,23.00,48.93,19.00,40.42,3.00,6.38,2.00,4.25
17169,"29Q134",3.00,2015.00,"Hispanic",7.00,285.57,4.00,57.14,1.00,14.28,1.00,14.28,1.00,14.28
17170,"29Q134",4.00,2015.00,"Hispanic",5.00,,,,,,,,,
17171,"29Q135",3.00,2013.00,"All Students",160.00,302.36,49.00,30.62,46.00,28.75,40.00,25.00,25.00,15.62
17172,"29Q135",4.00,2013.00,"All Students",174.00,304.47,44.00,25.28,55.00,31.60,48.00,27.58,27.00,15.51
17173,"29Q135",3.00,2013.00,"Asian",68.00,314.04,14.00,20.58,17.00,25.00,19.00,27.94,18.00,26.47
17174,"29Q135",4.00,2013.00,"Asian",67.00,319.20,9.00,13.43,17.00,25.37,23.00,34.32,18.00,26.86
17175,"29Q135",3.00,2013.00,"Black",53.00,291.22,21.00,39.62,17.00,32.07,10.00,18.86,5.00,9.43
17176,"29Q135",4.00,2013.00,"Black",55.00,297.87,15.00,27.27,18.00,32.72,17.00,30.90,5.00,9.09
17177,"29Q135",3.00,2013.00,"Hispanic",27.00,297.62,9.00,33.33,10.00,37.03,7.00,25.92,1.00,3.70
17178,"29Q135",4.00,2013.00,"Hispanic",35.00,283.77,16.00,45.71,15.00,42.85,2.00,5.71,2.00,5.71
17179,"29Q135",3.00,2013.00,"White",5.00,,,,,,,,,
17180,"29Q135",4.00,2013.00,"White",10.00,310.80,2.00,20.00,3.00,30.00,4.00,40.00,1.00,10.00
