"id","school_id","grade","year","category","tested","mean_score","l1","p1","l2","p2","l3","p3","l4","p4"
4979,"10X008",4.00,2014.00,"All Students",176.00,308.60,43.00,24.43,54.00,30.68,40.00,22.72,39.00,22.15
4980,"10X008",3.00,2014.00,"Asian",8.00,308.87,2.00,25.00,3.00,37.50,1.00,12.50,2.00,25.00
4981,"10X008",4.00,2014.00,"Asian",10.00,320.40,1.00,10.00,4.00,40.00,1.00,10.00,4.00,40.00
4982,"10X008",3.00,2014.00,"Black",21.00,293.90,7.00,33.33,10.00,47.61,3.00,14.28,1.00,4.76
4983,"10X008",4.00,2014.00,"Black",24.00,302.12,6.00,25.00,8.00,33.33,8.00,33.33,2.00,8.33
4984,"10X008",3.00,2014.00,"Hispanic",113.00,289.15,42.00,37.16,45.00,39.82,23.00,20.35,3.00,2.65
4985,"10X008",4.00,2014.00,"Hispanic",132.00,308.28,34.00,25.75,41.00,31.06,28.00,21.21,29.00,21.96
4986,"10X008",3.00,2014.00,"White",12.00,306.83,3.00,25.00,4.00,33.33,3.00,25.00,2.00,16.66
4987,"10X008",4.00,2014.00,"White",9.00,311.88,2.00,22.22,1.00,11.11,3.00,33.33,3.00,33.33
4988,"10X008",3.00,2015.00,"All Students",204.00,290.34,87.00,42.64,68.00,33.33,37.00,18.13,12.00,5.88
4989,"10X008",4.00,2015.00,"All Students",145.00,305.16,28.00,19.31,55.00,37.93,41.00,28.27,21.00,14.48
4990,"10X008",3.00,2015.00,"Asian",11.00,315.00,1.00,9.09,3.00,27.27,6.00,54.54,1.00,9.09
4991,"10X008",4.00,2015.00,"Asian",10.00,312.80,2.00,20.00,2.00,20.00,4.00,40.00,2.00,20.00
4992,"10X008",3.00,2015.00,"Black",25.00,280.36,12.00,48.00,9.00,36.00,4.00,16.00,0.00,0.00
4993,"10X008",4.00,2015.00,"Black",19.00,314.89,1.00,5.26,10.00,52.63,5.00,26.31,3.00,15.78
4994,"10X008",3.00,2015.00,"Hispanic",148.00,287.89,69.00,46.62,49.00,33.10,24.00,16.21,6.00,4.05
4995,"10X008",4.00,2015.00,"Hispanic",105.00,300.76,24.00,22.85,40.00,38.09,29.00,27.61,12.00,11.42
4996,"10X008",3.00,2015.00,"White",15.00,299.26,4.00,26.66,7.00,46.66,2.00,13.33,2.00,13.33
4997,"10X008",4.00,2015.00,"White",11.00,323.45,1.00,9.09,3.00,27.27,3.00,27.27,4.00,36.36
4998,"10X009",3.00,2013.00,"All Students",146.00,284.58,75.00,51.36,48.00,32.87,17.00,11.64,6.00,4.10
4999,"10X009",4.00,2013.00,"All Students",119.00,279.87,62.00,52.10,42.00,35.29,9.00,7.56,6.00,5.04
5000,"10X009",3.00,2013.00,"Black",19.00,287.26,9.00,47.36,7.00,36.84,3.00,15.78,0.00,0.00
5001,"10X009",4.00,2013.00,"Black",24.00,278.62,13.00,54.16,9.00,37.50,0.00,0.00,2.00,8.33
5002,"10X009",3.00,2013.00,"Hispanic",122.00,284.46,64.00,52.45,38.00,31.14,14.00,11.47,6.00,4.91
5003,"10X009",4.00,2013.00,"Hispanic",94.00,280.59,48.00,51.06,33.00,35.10,9.00,9.57,4.00,4.25
5004,"10X009",3.00,2013.00,"White",2.00,,,,,,,,,
5005,"10X009",3.00,2014.00,"All Students",122.00,284.04,56.00,45.90,45.00,36.88,18.00,14.75,3.00,2.45
5006,"10X009",4.00,2014.00,"All Students",140.00,292.36,50.00,35.71,55.00,39.28,23.00,16.42,12.00,8.57
5007,"10X009",3.00,2014.00,"Asian",1.00,,,,,,,,,
5008,"10X009",3.00,2014.00,"Black",18.00,293.38,6.00,33.33,5.00,27.77,7.00,38.88,0.00,0.00
5009,"10X009",4.00,2014.00,"Black",19.00,298.94,7.00,36.84,6.00,31.57,4.00,21.05,2.00,10.52
5010,"10X009",3.00,2014.00,"Hispanic",101.00,282.16,49.00,48.51,38.00,37.62,11.00,10.89,3.00,2.97
5011,"10X009",4.00,2014.00,"Hispanic",116.00,291.00,42.00,36.20,47.00,40.51,17.00,14.65,10.00,8.62
5012,"10X009",3.00,2014.00,"White",1.00,,,,,,,,,
5013,"10X009",4.00,2014.00,"White",2.00,,,,,,,,,
5014,"10X009",3.00,2015.00,"All Students",142.00,283.74,76.00,53.52,42.00,29.57,16.00,11.26,8.00,5.63
5015,"10X009",4.00,2015.00,"All Students",124.00,285.41,53.00,42.74,52.00,41.93,14.00,11.29,5.00,4.03
5016,"10X009",3.00,2015.00,"Asian",1.00,,,,,,,,,
5017,"10X009",4.00,2015.00,"Asian",1.00,,,,,,,,,
5018,"10X009",3.00,2015.00,"Black",27.00,286.55,15.00,55.55,8.00,29.62,2.00,7.40,2.00,7.40
5019,"10X009",4.00,2015.00,"Black",18.00,290.33,6.00,33.33,9.00,50.00,2.00,11.11,1.00,5.55
5020,"10X009",3.00,2015.00,"Hispanic",111.00,282.10,60.00,54.05,33.00,29.72,13.00,11.71,5.00,4.50
5021,"10X009",4.00,2015.00,"Hispanic",102.00,284.46,46.00,45.09,40.00,39.21,12.00,11.76,4.00,3.92
5022,"10X009",4.00,2015.00,"White",1.00,,,,,,,,,
5023,"10X015",3.00,2013.00,"All Students",62.00,302.51,11.00,17.74,30.00,48.38,14.00,22.58,7.00,11.29
5024,"10X015",4.00,2013.00,"All Students",64.00,304.65,15.00,23.43,18.00,28.12,17.00,26.56,14.00,21.87
5025,"10X015",3.00,2013.00,"Asian",1.00,,,,,,,,,
5026,"10X015",4.00,2013.00,"Asian",2.00,,,,,,,,,
5027,"10X015",3.00,2013.00,"Black",6.00,317.33,0.00,0.00,3.00,50.00,2.00,33.33,1.00,16.66
5028,"10X015",4.00,2013.00,"Black",11.00,289.81,3.00,27.27,4.00,36.36,3.00,27.27,1.00,9.09
5029,"10X015",3.00,2013.00,"Hispanic",55.00,300.94,11.00,20.00,26.00,47.27,12.00,21.81,6.00,10.90
5030,"10X015",4.00,2013.00,"Hispanic",51.00,305.90,12.00,23.52,14.00,27.45,14.00,27.45,11.00,21.56
5031,"10X015",3.00,2014.00,"All Students",48.00,306.47,11.00,22.91,15.00,31.25,13.00,27.08,9.00,18.75
5032,"10X015",4.00,2014.00,"All Students",63.00,312.39,8.00,12.69,25.00,39.68,18.00,28.57,12.00,19.04
5033,"10X015",4.00,2014.00,"Asian",1.00,,,,,,,,,
5034,"10X015",3.00,2014.00,"Black",9.00,297.55,3.00,33.33,4.00,44.44,0.00,0.00,2.00,22.22
5035,"10X015",4.00,2014.00,"Black",6.00,337.50,0.00,0.00,1.00,16.66,2.00,33.33,3.00,50.00
5036,"10X015",3.00,2014.00,"Hispanic",39.00,308.53,8.00,20.51,11.00,28.20,13.00,33.33,7.00,17.94
5037,"10X015",4.00,2014.00,"Hispanic",56.00,309.44,8.00,14.28,24.00,42.85,15.00,26.78,9.00,16.07
5038,"10X015",3.00,2015.00,"All Students",50.00,305.80,12.00,24.00,17.00,34.00,15.00,30.00,6.00,12.00
5039,"10X015",4.00,2015.00,"All Students",47.00,314.31,8.00,17.02,13.00,27.65,13.00,27.65,13.00,27.65
5040,"10X015",3.00,2015.00,"Black",8.00,307.12,1.00,12.50,5.00,62.50,1.00,12.50,1.00,12.50
5041,"10X015",4.00,2015.00,"Black",9.00,304.66,2.00,22.22,4.00,44.44,1.00,11.11,2.00,22.22
5042,"10X015",3.00,2015.00,"Hispanic",42.00,305.54,11.00,26.19,12.00,28.57,14.00,33.33,5.00,11.90
5043,"10X015",4.00,2015.00,"Hispanic",38.00,316.60,6.00,15.78,9.00,23.68,12.00,31.57,11.00,28.94
5044,"10X020",3.00,2013.00,"All Students",127.00,291.74,46.00,36.22,62.00,48.81,15.00,11.81,4.00,3.14
5045,"10X020",4.00,2013.00,"All Students",91.00,294.96,25.00,27.47,46.00,50.54,16.00,17.58,4.00,4.39
5046,"10X020",4.00,2013.00,"Asian",1.00,,,,,,,,,
5047,"10X020",3.00,2013.00,"Black",12.00,285.16,4.00,33.33,7.00,58.33,1.00,8.33,0.00,0.00
5048,"10X020",4.00,2013.00,"Black",6.00,286.00,1.00,16.66,5.00,83.33,0.00,0.00,0.00,0.00
5049,"10X020",3.00,2013.00,"Hispanic",94.00,289.43,40.00,42.55,40.00,42.55,12.00,12.76,2.00,2.12
5050,"10X020",4.00,2013.00,"Hispanic",62.00,290.30,19.00,30.64,35.00,56.45,8.00,12.90,0.00,0.00
5051,"10X020",3.00,2013.00,"White",6.00,300.16,1.00,16.66,4.00,66.66,1.00,16.66,0.00,0.00
5052,"10X020",4.00,2013.00,"White",8.00,308.00,2.00,25.00,2.00,25.00,3.00,37.50,1.00,12.50
5053,"10X020",3.00,2014.00,"All Students",129.00,285.68,56.00,43.41,54.00,41.86,15.00,11.62,4.00,3.10
5054,"10X020",4.00,2014.00,"All Students",120.00,290.10,47.00,39.16,46.00,38.33,22.00,18.33,5.00,4.16
5055,"10X020",3.00,2014.00,"Asian",2.00,,,,,,,,,
5056,"10X020",4.00,2014.00,"Asian",1.00,,,,,,,,,
5057,"10X020",3.00,2014.00,"Black",6.00,282.00,4.00,66.66,1.00,16.66,1.00,16.66,0.00,0.00
5058,"10X020",4.00,2014.00,"Black",12.00,283.33,5.00,41.66,6.00,50.00,1.00,8.33,0.00,0.00
5059,"10X020",3.00,2014.00,"Hispanic",92.00,285.63,39.00,42.39,39.00,42.39,11.00,11.95,3.00,3.26
5060,"10X020",4.00,2014.00,"Hispanic",85.00,287.76,37.00,43.52,32.00,37.64,12.00,14.11,4.00,4.70
5061,"10X020",3.00,2014.00,"White",9.00,287.88,3.00,33.33,5.00,55.55,1.00,11.11,0.00,0.00
5062,"10X020",4.00,2014.00,"White",7.00,289.28,3.00,42.85,2.00,28.57,2.00,28.57,0.00,0.00
5063,"10X020",3.00,2015.00,"All Students",127.00,289.65,49.00,38.58,53.00,41.73,19.00,14.96,6.00,4.72
5064,"10X020",4.00,2015.00,"All Students",135.00,276.17,72.00,53.33,50.00,37.03,10.00,7.40,3.00,2.22
5065,"10X020",3.00,2015.00,"Asian",7.00,304.71,2.00,28.57,3.00,42.85,0.00,0.00,2.00,28.57
5066,"10X020",4.00,2015.00,"Asian",4.00,,,,,,,,,
5067,"10X020",3.00,2015.00,"Black",11.00,279.45,7.00,63.63,2.00,18.18,2.00,18.18,0.00,0.00
